user_id,news,condition,line_number,question,Fact,Details,Evidence,Close_ended,Opinion,Explanation,Other,Journalistic_Integrity,Blooms_taxonomy
64a6a51c86298c0ec95cefa5,Who is George Santos and why is he in trouble?,authors,55-60,Is there any data to support the claim a new congressperson shouldn't have expenditures like this? Can it be compared to similar politicians?,0,0,1,0,0,0,0,1,2
649126127b94fcb45e539181,"VP Kamala Harris inactive on border crisis as migrant surge continues, Title 42 end looms",authors,55-58,Why wasn't harris reprimanded for not doing her job for immigration? t,0,0,0,0,0,1,0,0,4
64a693ad86298c0ec95cefa2,Thawing permafrost may unleash industrial pollution across the Arctic,authors,52-57,"If the dangers of these findings are so prominent, why are politicians not enacting laws to prevent or to slow down the process of permafrost melting?",0,0,0,0,0,1,0,0,3
64a6a09486298c0ec95cefa4,Thawing permafrost may unleash industrial pollution across the Arctic,authors,52-54,If these findings are on the conservative end of estimations what is the worst case scenario that we are likely in when it comes to the dangers we might be facing?,0,1,0,0,0,0,0,0,4
6493455bd22b6bd86908f12d,"VP Kamala Harris inactive on border crisis as migrant surge continues, Title 42 end looms",authors,51-54,Why do you think she was put in charge of the border if she had no interest in the assignment?,0,0,0,0,1,1,0,0,4
64a69ad486298c0ec95cefa3,"VP Kamala Harris inactive on border crisis as migrant surge continues, Title 42 end looms",authors,51-54,Why was Harris opposed to her assignment with the border?,0,0,0,0,0,1,0,0,2
649c9265175f10aaa889c839,Thawing permafrost may unleash industrial pollution across the Arctic,chatbot,"50,51",How do we remove these toxic elements before they become a problem?,0,1,0,0,0,0,0,0,4
6495a0478a1cd336e64c06dd,The meaning behind the far-right symbol Texas shooter wore as he killed 8,authors,50-53,How effective has social media been in spreading and popularizing these extremist symbols and terms?,0,1,0,0,0,0,0,0,6
649c8f13175f10aaa889c836,"VP Kamala Harris inactive on border crisis as migrant surge continues, Title 42 end looms",chatbot,"5, 6, ","Since Harris was assigned by Biden in March 2021, to lead talks with Mexico and the Northern Triangle countries, how has the situation at the US border between Mexico and the US changed?",0,1,0,0,0,0,0,0,3
6493727e161307e319dc6cdb,"As Afghan Migrants Are Kept In A Former Dick’s Sporting Goods, Measles Appears In Northern Virginia",authors,48-50,Has there been any real opposition from any government officials from allowing the Afghans to be allowed to stay and live in America?,0,1,0,0,0,0,0,0,4
6495a1348a1cd336e64c06df,Who is George Santos and why is he in trouble?,authors,48-50,What did he spend the stolen $800 on?,1,0,0,0,0,0,0,0,1
64a6f9d4e6f19adf91d06d91,"VP Kamala Harris inactive on border crisis as migrant surge continues, Title 42 end looms",authors,48-50,What has casued her poll numbers to be so low since being elected?,0,0,0,0,0,1,0,0,2
64913c6d7b94fcb45e539183,Thawing permafrost may unleash industrial pollution across the Arctic,authors,48 49,Who would be responsible for cleaning this up?,1,0,0,0,0,0,0,0,1
64a77c6b1f2cf98a5f295d23,"VP Kamala Harris inactive on border crisis as migrant surge continues, Title 42 end looms",chatbot,48 - 50,Who is speaking in this quote? The article is unclear.,1,0,0,0,0,0,0,0,1
64a693ad86298c0ec95cefa2,"VP Kamala Harris inactive on border crisis as migrant surge continues, Title 42 end looms",authors,46-47,"After the expulsion of Title 42, how many migrants entered the US illegally?",1,0,0,1,0,0,0,0,1
64a77d4d88be86775400d682,"VP Kamala Harris inactive on border crisis as migrant surge continues, Title 42 end looms",chatbot,46-47,"What states are the 18,000 migrant a day entering the country going to?",1,0,0,0,0,0,0,0,2
64a7eb4b9b3596ed7981eb91,Stem cell therapy potentially could treat Type 1 diabetes by helping patients produce insulin,chatbot,46-47,How do the stem cells know to make insulin in the patient?,0,0,0,0,0,1,0,0,2
64a7a9fc74753de230d81b70,"As Afghan Migrants Are Kept In A Former Dick‚Äôs Sporting Goods, Measles Appears In Northern Virginia",chatbot,46 47,Is it legal to turn away American citizens that need care because a hospital is too  crowded with migrants?,0,0,0,0,0,1,0,0,2
64a7a9fc74753de230d81b70,"As Afghan Migrants Are Kept In A Former Dick‚Äôs Sporting Goods, Measles Appears In Northern Virginia",chatbot,46 47,What is the name of the hospital that has supposedly been turning away Americans because it is too crowded with Afghans?,1,0,0,0,0,0,0,0,1
64a693ad86298c0ec95cefa2,"As Afghan Migrants Are Kept In A Former Dick‚Äôs Sporting Goods, Measles Appears In Northern Virginia",authors,45-47,Where is the money taking care of these Afghans coming from?,1,0,0,0,0,0,0,0,1
64a77b111f2cf98a5f295d1e,"As Afghan Migrants Are Kept In A Former Dick‚Äôs Sporting Goods, Measles Appears In Northern Virginia",chatbot,45-47,Will the government be giving the money spent by Fairfox County on the Afghans back to them?,1,0,0,1,0,0,0,0,2
64a77b5888be86775400d680,"VP Kamala Harris inactive on border crisis as migrant surge continues, Title 42 end looms",chatbot,45 - 47,Was there support for an extension of Title 42 as a way of dealing with the immigration crisis?,0,1,0,0,0,0,0,0,2
64a77d4d88be86775400d682,"VP Kamala Harris inactive on border crisis as migrant surge continues, Title 42 end looms",chatbot,44-46,What is the breakdown of countries where the 234000+ migrants are coming from?,1,0,0,0,0,0,0,0,2
6495a0478a1cd336e64c06dd,The meaning behind the far-right symbol Texas shooter wore as he killed 8,authors,43-49,"besides the proud boys, what other far right extremist groups have any other groups used the term ""right wing death squad? and if so who?",1,0,0,0,0,0,0,0,1
64a497eeb4f3637d496d4570,Measles outbreak across US hits 25 year high,chatbot,43-45,What is found in the measles vaccine?,1,0,0,0,0,0,0,0,1
64a6f9d4e6f19adf91d06d91,Measles outbreak across US hits 25 year high,authors,43-45,"Are there any indications that the MMR vaccine will not only be mandated in Williamsburg, but across the whole country?",0,1,0,0,1,0,0,0,1
649a824e987eebde923fc065,"As Afghan Migrants Are Kept In A Former Dickâ€™s Sporting Goods, Measles Appears In Northern Virginia",chatbot,43-44,"there seems to be a lack of communication from the federal government about this. what have been the comments, if any, from the federal government about this situation? are they forming a plan to address this crisis?",0,1,0,0,0,0,0,0,2
64a6a51c86298c0ec95cefa5,Who is George Santos and why is he in trouble?,authors,42-45,"Is admitting to lying an admission to fraud, considering that these subjects were the backbone of his campaign?",0,0,0,1,0,0,0,0,3
64a7aa0b3a74aa985cb3340d,"VP Kamala Harris inactive on border crisis as migrant surge continues, Title 42 end looms",chatbot,42-45,"Why is Jill Biden taking a trip to the more affected areas not visited by Kamala Harris and what is it that she hopes to accomplish in terms of the migrant issue, if anything?",0,0,0,0,0,1,0,0,2
64a7028435d90f9dd58308b0,Stem cell therapy potentially could treat Type 1 diabetes by helping patients produce insulin,authors,41-44,When will Vertex receive a wider trial?,1,0,0,0,0,0,0,0,1
64a4909ab4f3637d496d4567,Thawing permafrost may unleash industrial pollution across the Arctic,chatbot,41-42,What kind of computer simulations were used to investigate the impact of climate change?,1,0,0,0,0,0,0,0,1
64981a5bfc989bfbf1514221,"As Afghan Migrants Are Kept In A Former Dickâ€™s Sporting Goods, Measles Appears In Northern Virginia",chatbot,"40, 41, 42, 43, 44","Who is quoted in the article as saying ""The real problem is the lack of information from the federal government about this topic.""?",1,0,0,0,0,0,0,0,1
64912a3f77cb3a816838b812,"As Afghan Migrants Are Kept In A Former Dick’s Sporting Goods, Measles Appears In Northern Virginia",authors,40-47,"Can you speculate on why the county is spending a third of a million dollars on this project if it is ""a federal government project,"" as was said by Pat Herrity?",0,0,0,0,1,0,0,0,4
6493455bd22b6bd86908f12d,Here's where extreme heat could be devastating in coming years,authors,40-41,What specifically can governments do to curb the effects of climate change in these areas?,0,1,0,0,0,0,0,0,3
64a7a9fc74753de230d81b70,Here's where extreme heat could be devastating in coming years,chatbot,40 41,What are three simple things that governments can do in order to better prepare these more vulnerable nations for heat waves?,0,1,0,0,0,0,0,0,2
649c8f13175f10aaa889c836,Chile’s desert dumpsite for 60K tons of fast fashion seen from space,chatbot,"4,5",Why are all these clothes being sent to Chile?,0,0,0,0,0,1,0,0,2
64a696f2e22bbccf37317e29,Renewable energy is here. But how do we store it for the future?,authors,"4,5",What are some of the most promising green energy storage technologies currently under development?,0,1,0,0,0,0,0,0,1
64a7802288be86775400d683,The meaning behind the far-right symbol Texas shooter wore as he killed 8,chatbot,"4,5",What is Garcia's background?,0,1,0,0,0,0,0,0,1
64982084fc989bfbf1514222,Stem cell therapy potentially could treat Type 1 diabetes by helping patients produce insulin,chatbot,"38, 39",How do you know the low blood sugar count and the rash were not related to the treatment?,0,0,1,0,0,1,0,1,4
649a843e987eebde923fc066,Stem cell therapy potentially could treat Type 1 diabetes by helping patients produce insulin,chatbot,37-40,"What does Vertex think was the blame, specifically, when they stated within the trials that the patients experienced complications which were quite severe?",0,1,0,0,0,0,0,0,4
64912a3f77cb3a816838b812,"As Afghan Migrants Are Kept In A Former Dick’s Sporting Goods, Measles Appears In Northern Virginia",authors,37-39,"On what did PQR News base their assertion that ""more Afghans than originally thought will be staying and integrating into the county?""",0,0,1,0,0,0,0,1,2
649c9265175f10aaa889c839,Stem cell therapy potentially could treat Type 1 diabetes by helping patients produce insulin,chatbot,"36,37,38,39,40",How do they know this wasn't related to any of the stem cell treatment?,0,0,0,0,0,1,0,0,2
6495a3d98a1cd336e64c06e0,Who is George Santos and why is he in trouble?,authors,"36,37,38",Has there been any formal charges brought against him since he did say that he lied about his resume?,0,1,0,0,0,0,0,0,3
6491330f7b94fcb45e539182,"VP Kamala Harris inactive on border crisis as migrant surge continues, Title 42 end looms",authors,36-47,"Is there any other way to address migration other than encouraging investment in South American countries, i.e. US programs that tackle worker shortages in the US and establishing a pathway for legal immigration that would ease conflict at our borders?",0,1,0,0,0,0,0,0,4
6495a1348a1cd336e64c06df,Stem cell therapy potentially could treat Type 1 diabetes by helping patients produce insulin,authors,36-40,"The article states the health events were not related to VX-880, but how can they prove that?",0,0,1,0,0,0,0,1,6
64a6294f0114310708d1f579,Stem cell therapy potentially could treat Type 1 diabetes by helping patients produce insulin,authors,36-40,What were the causes of the low insulin levels in the patients that were not thought to be related to the stem cell therapy?,0,1,0,0,0,1,0,0,4
64a631732d26908d71ade29f,Stem cell therapy potentially could treat Type 1 diabetes by helping patients produce insulin,authors,36-40,What makes you think the treatment wasn't causing the health scares?,0,0,0,0,1,1,0,1,2
649c8ebc175f10aaa889c835,The meaning behind the far-right symbol Texas shooter wore as he killed 8,chatbot,36-38,When did former Proud Boys leader Jeremy Bertino step down?,1,0,0,0,0,0,0,0,1
649342dfd22b6bd86908f12b,"VP Kamala Harris inactive on border crisis as migrant surge continues, Title 42 end looms",authors,"35,36",Do the authors know if the 1.2 billion in pledged investment in the Northern Triangle region represents an increase in normal investment activities for the region over the same time-frame?,0,1,0,0,0,1,0,0,4
649a824e987eebde923fc065,"As Afghan Migrants Are Kept In A Former Dick’s Sporting Goods, Measles Appears In Northern Virginia",chatbot,35-39,how did it happen that more afghans are staying in the county than originally were anticipated? what caused the increase in the number of afghans on the scene and why was this not anticipated?,0,1,0,0,0,1,0,0,6
649a82fb6900dc62b912fd3a,"As Afghan Migrants Are Kept In A Former Dick’s Sporting Goods, Measles Appears In Northern Virginia",chatbot,35-39,Exactly how many Afghans have decided to stay and live in the county?,1,0,0,0,0,0,0,0,1
64a69ad486298c0ec95cefa3,"VP Kamala Harris inactive on border crisis as migrant surge continues, Title 42 end looms",authors,35-36,"What companies invested the most in the ""Call to Action""?",1,0,0,0,0,0,0,0,1
649342dfd22b6bd86908f12b,"Depression and anxiety declined in the first half of 2021 but remained high, the C.D.C. reports",authors,"34,35,36",Were Mississippi and New York statistically found to be outliers in the data or were they closely aligned with other states and varied slightly?,0,0,1,0,0,0,0,1,2
6491259577cb3a816838b810,"Depression and anxiety declined in the first half of 2021 but remained high, the C.D.C. reports",authors,"34,35",Why did Mississippi have such a large rise in anxiety and depression scores?,0,0,0,0,0,1,0,0,2
649a85146900dc62b912fd3d,Thawing permafrost may unleash industrial pollution across the Arctic,chatbot,34-38,What did the research team find in the Alaskan records?,0,1,0,0,0,0,0,0,2
64a616ef2d26908d71ade29a,"Depression and anxiety declined in the first half of 2021 but remained high, the C.D.C. reports",authors,34-38,What are the most likely causes that Mississippi and other states saw larger increases in Anxiety than other places such as New York?,0,1,0,0,0,0,0,0,2
64a6fa3f35d90f9dd58308ae,"Depression and anxiety declined in the first half of 2021 but remained high, the C.D.C. reports",authors,34-38,Are there any known reasons why Mississippi's rates were higher and New York's lower?,0,0,0,0,0,1,0,0,2
64a69ad486298c0ec95cefa3,"Depression and anxiety declined in the first half of 2021 but remained high, the C.D.C. reports",authors,34-35,What factors led to Mississippi having the largest increases in anxiety and depression?,0,1,0,0,0,0,0,0,2
649cf28ff9b8fec654033b72,"VP Kamala Harris inactive on border crisis as migrant surge continues, Title 42 end looms",chatbot,32-36,"Has the ""Call To Action"" investment had any effect on slowing the immigration rate to the United States?",0,1,0,0,0,0,0,0,2
649340531a2f52d516451864,"VP Kamala Harris inactive on border crisis as migrant surge continues, Title 42 end looms",authors,32-35,"What exactly does the ""Vice Chair of the Partnership for Central America and World Health Organization Global Ambassador"" do in his day to day work?",0,1,0,0,0,0,0,0,2
64a49107b4f3637d496d4568,Here's where extreme heat could be devastating in coming years,chatbot,31-34,What motivated the research of Mitchell and his colleagues?,0,1,0,0,0,0,0,0,2
64a618770114310708d1f576,"Fox News Host Howard Kurtz Predicts 'Worthwhile Outcome' From Tucker Carlson, Don Lemon Getting Fired",authors,"3,4",Who was the senior executive?,1,0,0,0,0,0,0,0,1
64a696f2e22bbccf37317e29,"As Afghan Migrants Are Kept In A Former Dick‚Äôs Sporting Goods, Measles Appears In Northern Virginia",authors,"3,4",What actions are being taken to address the measles outbreak and to protect the local community?,0,1,0,0,0,0,0,0,1
649a85116900dc62b912fd3c,Stem cell therapy potentially could treat Type 1 diabetes by helping patients produce insulin,chatbot,"29, 30",If half a dose caused a 91 percent decrease in insulin requirements would the full dose allow patients to stop using insulin?,0,1,0,0,0,1,0,0,5
64a4905d4738f254e8504b02,"Depression and anxiety declined in the first half of 2021 but remained high, the C.D.C. reports",chatbot,29-33,What other states also showed an uptick in axiety during 2020-2021?,1,0,0,0,0,0,0,0,1
6495b00d92de78df37d95226,Who is George Santos and why is he in trouble?,authors,29-32,Did Santos even go to college?,1,0,0,0,0,0,0,0,1
6495a52c8a1cd336e64c06e2,Measles outbreak across US hits 25 year high,authors,29-30,Is there a reason/belief as the why New York city has such a large concentration of cases?,0,1,1,0,0,1,0,1,6
649a9521987eebde923fc06c,Measles outbreak across US hits 25 year high,chatbot,29-30,How many cases were in the Big Apple on Wednesday?,1,0,0,0,0,0,0,0,1
64a497aeb4f3637d496d456f,The meaning behind the far-right symbol Texas shooter wore as he killed 8,chatbot,29-30,Which members of the Proud Boys wore shirts about Pinochet to rallies?,1,0,0,0,0,0,0,0,1
64a7028435d90f9dd58308b0,Who is George Santos and why is he in trouble?,authors,29-30,What district does Mr. Santos represent in New York?,1,0,0,0,0,0,0,0,1
64981eadf67109d07fbb71ad,Stem cell therapy potentially could treat Type 1 diabetes by helping patients produce insulin,chatbot,28-30,How effective was Vertex's results with the trial medication?,0,1,0,0,0,0,0,0,2
64a6294f0114310708d1f579,Stem cell therapy potentially could treat Type 1 diabetes by helping patients produce insulin,authors,27-30,Do the stem cells have any long term effects on type 1 diabetes in patients?,0,1,0,0,0,0,0,0,2
64a7028435d90f9dd58308b0,Stem cell therapy potentially could treat Type 1 diabetes by helping patients produce insulin,authors,27-30,How does the Vertex treatment work?,0,1,0,0,0,0,0,0,2
64a4909ab4f3637d496d4567,"As Afghan Migrants Are Kept In A Former Dick’s Sporting Goods, Measles Appears In Northern Virginia",chatbot,27-29,What subcontractors are working with the department of defense to help move these migrants?,1,0,0,0,0,0,0,0,1
64a4a23cb4f3637d496d4571,"Depression and anxiety declined in the first half of 2021 but remained high, the C.D.C. reports",chatbot,27-28,"Are you sure that low income people were at higher risk of depression, they might have already had depression before that, How was it tested to get that result.",0,0,1,0,0,0,0,1,6
64a69ad486298c0ec95cefa3,"Depression and anxiety declined in the first half of 2021 but remained high, the C.D.C. reports",authors,27-28,Why were low income people more affected by depression during the pandemic?,0,0,0,0,0,1,0,0,2
64a78d9988be86775400d684,"As Afghan Migrants Are Kept In A Former Dick‚Äôs Sporting Goods, Measles Appears In Northern Virginia",chatbot,27-28,What company did the woman work for that is a subcontractor for the Department of Defense?,1,0,0,0,0,0,0,0,1
64a7028435d90f9dd58308b0,Here's where extreme heat could be devastating in coming years,authors,26-30,What correlation does population growth have with tempature increase in these regions?,1,0,0,0,0,0,0,0,3
64a7a9fc74753de230d81b70,Here's where extreme heat could be devastating in coming years,chatbot,26 27,"I know that you have identified regions, but can you list the 5 most vulnerable countries outside of China and India when it comes to dealing with these heat waves and climate change?",1,0,0,0,0,0,0,0,1
64a6f9e035d90f9dd58308ac,Renewable energy is here. But how do we store it for the future?,authors,25-27,"This may sound naive, but are other countries currently being exploited out of their own resources?",0,1,0,0,0,0,0,0,2
64a77ba41f2cf98a5f295d20,What COVID Could Look Like One Year From Now,chatbot,25-27,How does Dr. Fauci think the situation will differ in the coming year?,0,1,0,0,0,0,0,0,2
64a6a51c86298c0ec95cefa5,What COVID Could Look Like One Year From Now,authors,24-28,"Does that mean that it will improve, or worsen? And how?",0,0,0,0,0,1,0,0,2
64a4a23cb4f3637d496d4571,"Depression and anxiety declined in the first half of 2021 but remained high, the C.D.C. reports",chatbot,24-25,Why did Mississippi have the largest increases in anxiety and depression?,0,0,0,0,0,1,0,0,2
64a77c6b1f2cf98a5f295d23,What COVID Could Look Like One Year From Now,chatbot,24 - 28,I don't understand the context of what Anthony Fauci says in the last paragraph -- Does he mean that things have improved throughout 2022 and into 2023?,0,0,0,0,0,1,1,0,2
649a85116900dc62b912fd3c,Biden Administration Pledges Fight to Keep Climate-Friendly Farming Funds,chatbot,"23,24",Where can I find more information on the methodology in place that was mentioned by Terry Cosby?,1,0,1,0,0,0,0,1,1
64a7802288be86775400d683,Stem cell therapy potentially could treat Type 1 diabetes by helping patients produce insulin,chatbot,"23, 24","How does the VX-880 help, exactly?",0,0,0,0,0,1,0,0,2
64a6f9e035d90f9dd58308ac,"Depression and anxiety declined in the first half of 2021 but remained high, the C.D.C. reports",authors,23-28,What are the states doing to ensure that each person has access to quality mental health services?,0,1,0,0,0,0,0,0,1
64a7aa0b3a74aa985cb3340d,"Depression and anxiety declined in the first half of 2021 but remained high, the C.D.C. reports",chatbot,23-28,High income people have access to better care and better mental health care - did this have a real effect in the levels or anxiety and depression or is it just a theory due to these facts about their level of care? I would think that wealthy people would have more worry due to bigger loss of income and possible loss of businesses etc.,0,1,0,0,0,1,0,1,3
649c8ebc175f10aaa889c835,Stem cell therapy potentially could treat Type 1 diabetes by helping patients produce insulin,chatbot,23-26,What was the name of the clinical trial that used stem cells?,1,0,0,0,0,0,0,0,1
649341841a2f52d516451865,Biden Administration Pledges Fight to Keep Climate-Friendly Farming Funds,authors,23-24,Does the methodology include anything about how money will be distributed to smaller family-owned farms vs large corporate farms?,0,1,0,0,0,0,0,0,4
64980e7dfc989bfbf1514220,Biden Administration Pledges Fight to Keep Climate-Friendly Farming Funds,chatbot,23-24,"What is the methodology being referred to, the one that would ensure 'fair allocation of the money'?",1,0,0,0,0,0,0,0,2
64959e5d8a1cd336e64c06dc,Biden Administration Pledges Fight to Keep Climate-Friendly Farming Funds,authors,23-24,I'm wondering what kind of methodology the USDA uses to make sure that the allocation is fair?,0,1,0,0,0,0,0,0,1
64959e5d8a1cd336e64c06dc,Biden Administration Pledges Fight to Keep Climate-Friendly Farming Funds,authors,23-24,"Is there any evidence as to the impartiality of the chief of the USDA, such as is this appointed or career-oriented?",0,0,1,0,0,0,0,1,6
649a843e987eebde923fc066,Biden Administration Pledges Fight to Keep Climate-Friendly Farming Funds,chatbot,23-24,"Did Terry Cosby imply that the funds would be distributed evenly when he spoke of a ""fair allocation of the money?""",0,0,0,0,1,0,0,0,2
649a9521987eebde923fc06c,Who is George Santos and why is he in trouble?,chatbot,23-24,Where did George Santos claimed to be educated at?,1,0,0,0,0,0,0,0,1
649ca0d7913bcc8835d97332,Biden Administration Pledges Fight to Keep Climate-Friendly Farming Funds,chatbot,23-24,Can you provide more details about the methodology that will be used to distribute the money from the IRA?,0,1,0,0,0,0,0,0,2
64a6a51c86298c0ec95cefa5,Biden Administration Pledges Fight to Keep Climate-Friendly Farming Funds,authors,23-24,What is the nature of the USDA's methodology to ensure fair allocation of the money? How do they make that determination?,0,1,0,0,0,0,0,0,2
64a6f9d4e6f19adf91d06d91,"VP Kamala Harris inactive on border crisis as migrant surge continues, Title 42 end looms",authors,23-24,"What exactly is the ""extreme progress"" that Kamala Harris has made?",0,0,0,0,0,1,0,0,1
64a77be41f2cf98a5f295d22,Stem cell therapy potentially could treat Type 1 diabetes by helping patients produce insulin,chatbot,23-24,Where do the stem cells originate from?,1,0,0,0,0,0,0,0,2
64982084fc989bfbf1514222,Renewable energy is here. But how do we store it for the future?,chatbot,"22, 23","You say a country like Africa is one place to mine minerals needed for all this stuff. Who is protesting the workers 
there from being destroyed by the mining?",1,0,0,0,0,0,0,0,1
64a495b74738f254e8504b04,What COVID Could Look Like One Year From Now,chatbot,22-3,Can you tell me any more about Erin Kissane's COVID Tracking Project?,0,0,0,0,0,0,1,0,1
64a4909ab4f3637d496d4567,"As Afghan Migrants Are Kept In A Former Dick’s Sporting Goods, Measles Appears In Northern Virginia",chatbot,22-25,Why was the sporting goods store secretly covered up while trucks moved in to transport migrants?,0,0,0,0,0,1,0,0,2
649a85146900dc62b912fd3d,Thawing permafrost may unleash industrial pollution across the Arctic,chatbot,22-24,"Why is Kimber Miner, a NASA scientist, worried about the thawing permafrost in the Arctic region?",0,0,0,0,0,1,0,0,2
64a495b74738f254e8504b04,Here's where extreme heat could be devastating in coming years,chatbot,"21, 22","I'm just curious, which areas in central Europe might the article be referring to?",1,0,0,0,0,0,0,0,1
64a693ad86298c0ec95cefa2,Thawing permafrost may unleash industrial pollution across the Arctic,authors,21-31,"Kimberly Miner warned that thawing of Arctic permafrost could release harmful bacteria and viruses. However, the study by Miner identified industrial installations and threat of industrial contamination. Where did the danger of the release of bacteria and viruses come from?",1,0,0,0,0,1,0,1,2
